udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,temp_diff_k,power_w
5394,L52573,L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,9.5,6571.143689807627
7644,H37057,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,11.0,7576.359091176753
5754,L52933,L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0,9.400000000000034,8022.11967279461
9269,L56448,L,298.2,308.8,1666,31.5,30,0,0,0,0,0,0,10.600000000000023,5495.588028924626
6298,M21157,M,301.1,310.5,1309,60.7,100,0,0,0,0,0,0,9.399999999999977,8320.644278714222
7632,L54811,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0,11.100000000000023,7454.915591164482
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,11.199999999999989,4306.160106324505
7762,H37175,H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0,11.200000000000045,5531.5069049306685
9635,L56814,L,299.1,310.2,1425,52.7,154,0,0,0,0,0,0,11.099999999999966,7864.191810098649
5300,L52479,L,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,9.400000000000034,6967.057667988525
6878,M21737,M,300.8,311.2,1488,40.1,87,0,0,0,0,0,0,10.399999999999977,6248.502124283955
7809,L54988,L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0,11.5,6252.9108259744935
6123,L53302,L,301.0,311.0,1402,55.3,98,0,0,0,0,0,0,10.0,8118.985446280294
6845,M21704,M,301.3,311.4,1838,23.2,215,0,0,0,0,0,0,10.099999999999966,4465.417909910483
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,11.399999999999977,6501.002397828478
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,10.0,7336.624155781315
2096,L49275,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0,9.900000000000034,6627.451502135468
7123,L54302,L,300.9,310.4,1788,27.8,90,0,0,0,0,0,0,9.5,5205.242035879856
2221,M17080,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0,9.399999999999977,4744.8102165697355
3124,H32537,H,300.0,309.4,1498,38.5,37,0,0,0,0,0,0,9.399999999999977,6039.502437016138
1328,L48507,L,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,11.399999999999977,5090.971839093284
9465,L56644,L,298.6,309.4,1440,48.2,136,0,0,0,0,0,0,10.799999999999955,7268.388763345346
2684,L49863,L,299.8,309.5,1590,28.5,23,0,0,0,0,0,0,9.699999999999989,4745.375703247381
6474,H35887,H,300.4,309.5,1547,50.7,131,0,0,0,0,0,0,9.100000000000023,8213.474081324763
9792,M24651,M,298.5,309.4,1521,37.5,94,0,0,0,0,0,0,10.899999999999977,5972.953032637593
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,11.100000000000023,3449.5629814212007
5205,L52384,L,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,9.0,4665.642081699273
3718,H33131,H,302.3,311.4,1443,44.1,51,0,0,0,0,0,0,9.099999999999966,6663.977752721206
5080,M19939,M,304.2,313.4,1411,54.8,44,0,0,0,0,0,0,9.199999999999989,8097.224681166428
5721,L52900,L,302.3,311.9,1434,51.9,173,0,0,0,0,0,0,9.599999999999966,7793.72588687863
7645,L54824,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0,11.0,6650.793535551641
9953,L57132,L,298.2,307.8,1429,46.9,117,0,0,0,0,0,0,9.600000000000023,7018.32846009511
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,11.099999999999966,5038.957536725348
4926,L52105,L,303.4,312.3,1680,30.6,67,0,0,0,0,0,0,8.900000000000034,5383.43317119147
8504,L55683,L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,11.300000000000011,6287.499761090517
6313,M21172,M,300.9,310.2,1533,38.1,137,0,0,0,0,0,0,9.300000000000011,6116.398153200504
9906,M24765,M,298.7,309.1,1423,49.5,200,0,0,0,0,0,0,10.400000000000034,7376.302470996155
6875,H36288,H,300.9,311.3,1295,58.9,77,0,0,0,0,0,0,10.400000000000034,7987.551681629608
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11.100000000000023,6921.221831172648
9643,L56822,L,299.4,310.5,1372,46.3,173,0,0,0,0,0,0,11.100000000000023,6652.175836319219
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,11.099999999999966,5050.183494474177
4993,L52172,L,303.8,312.9,1573,34.6,14,0,0,0,0,0,0,9.099999999999966,5699.4564481915795
8017,M22876,M,300.9,312.0,1447,41.4,193,0,0,0,0,0,0,11.100000000000023,6273.320706247314
3850,L51029,L,302.3,311.0,1561,37.2,180,0,0,0,0,0,0,8.699999999999989,6080.992403994547
6264,M21123,M,301.0,310.6,1698,27.3,14,0,0,0,0,0,0,9.600000000000023,4854.326136473876
8297,L55476,L,298.9,310.3,1436,39.0,32,0,0,0,0,0,0,11.400000000000034,5864.725165721426
7299,L54478,L,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,10.399999999999977,5775.503934359475
7348,L54527,L,299.6,310.2,1627,36.6,17,0,0,0,0,0,0,10.599999999999966,6235.8729218165245
4442,L51621,L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,7.699999999999989,7042.131260433809
7614,L54793,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0,10.800000000000011,7151.573876509365
5936,L53115,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,10.0,5946.72073398012
9739,L56918,L,299.0,310.0,1509,38.0,168,0,0,0,0,0,0,11.0,6004.840198071531
5763,L52942,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0,9.399999999999977,7306.1088191394465
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,11.200000000000045,5675.747895632488
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,10.899999999999977,6094.710691915223
2224,L49403,L,299.6,309.0,1413,48.5,153,0,0,0,0,0,0,9.399999999999977,7176.4971782278435
8572,L55751,L,297.9,308.6,2262,15.7,125,0,0,0,0,0,0,10.700000000000045,3718.954551466525
5448,L52627,L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,9.699999999999989,6765.576859138299
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0,8.800000000000011,5670.700403435721
4694,M19553,M,303.4,311.5,1817,24.7,125,0,0,0,0,0,0,8.100000000000023,4699.812137794818
6901,L54080,L,301.0,311.7,1670,31.3,150,0,0,0,0,0,0,10.699999999999989,5473.806319859736
9874,L57053,L,298.9,309.8,1616,36.5,110,0,0,0,0,0,0,10.900000000000034,6176.7900359780115
1500,M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,10.699999999999989,3765.492010641702
3675,L50854,L,302.2,311.5,1346,52.4,157,0,0,0,0,0,0,9.300000000000011,7385.926216491652
1592,L48771,L,298.2,308.4,1355,49.4,209,0,0,0,0,0,0,10.199999999999989,7009.626248444667
3242,H32655,H,300.9,309.5,1469,43.4,126,0,0,0,0,0,0,8.600000000000023,6676.366099751861
2426,L49605,L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,9.300000000000011,8246.890155183446
5162,M20021,M,304.1,313.2,2028,18.9,45,0,0,0,0,0,0,9.099999999999966,4013.8244379324624
6255,L53434,L,301.0,310.5,1408,47.0,202,0,0,0,0,0,0,9.5,6929.934514798604
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,10.699999999999989,5602.2136835874635
8988,L56167,L,297.2,307.9,1580,35.8,140,0,0,0,0,0,0,10.699999999999989,5923.368228588435
4435,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,7.7000000000000455,5360.855591987671
8316,H37729,H,298.7,309.8,1422,40.7,85,0,0,0,0,0,0,11.100000000000023,6060.697715452357
6067,L53246,L,301.0,311.0,1804,25.8,174,0,0,0,0,0,0,10.0,4873.99250648535
4564,L51743,L,302.7,310.7,1977,20.0,21,0,0,0,0,0,0,8.0,4140.619117431348
2768,L49947,L,300.0,309.5,1925,21.9,9,0,0,0,0,0,0,9.5,4414.723076457057
49,H29462,H,298.8,309.2,1425,53.9,135,0,0,0,0,0,0,10.399999999999977,8043.2625913532665
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,4872.065662991146
2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,9.800000000000011,7758.005978407315
5825,L53004,L,301.2,311.0,1596,37.2,219,0,0,0,0,0,0,9.800000000000011,6217.337525160345
5654,L52833,L,302.4,311.7,1495,36.8,215,0,0,0,0,0,0,9.300000000000011,5761.262047663201
6519,H35932,H,301.0,310.0,1212,67.9,30,0,0,0,0,0,0,9.0,8617.891303621378
7282,L54461,L,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,10.199999999999989,5209.546017815274
7275,M22134,M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,10.100000000000023,5896.957906347257
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,10.0,7548.953931261938
3041,L50220,L,300.3,309.5,1474,38.7,35,0,0,0,0,0,0,9.199999999999989,5973.612767094849
5928,L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,9.900000000000034,5266.827723865728
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,9.599999999999966,4588.9872209516825
7771,L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0,11.199999999999989,5219.8190257925135
7049,L54228,L,300.6,310.4,2007,19.8,116,0,0,0,0,0,0,9.799999999999955,4161.416460798112
5534,L52713,L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,9.300000000000011,4847.990591289137
6330,M21189,M,300.7,310.0,1641,34.6,178,0,0,0,0,0,0,9.300000000000011,5945.841088037114
5780,L52959,L,301.6,311.1,1680,29.2,111,0,0,0,0,0,0,9.5,5137.132307150029
6425,M21284,M,300.3,310.0,1409,43.2,9,0,0,0,0,0,0,9.699999999999989,6374.165830427547
5800,L52979,L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0,9.300000000000011,5755.240661743821
9364,L56543,L,297.9,308.5,1519,34.3,61,0,0,0,0,0,0,10.600000000000023,5456.077265317977
5991,M20850,M,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,10.0,7256.953366086278
4725,L51904,L,303.4,311.9,1771,31.6,202,0,0,0,0,0,0,8.5,5860.494487614592
1785,L48964,L,298.3,308.0,2886,3.8,57,1,0,0,1,0,0,9.699999999999989,1148.4406104462848
7375,L54554,L,299.5,310.0,1379,50.4,85,0,0,0,0,0,0,10.5,7278.190532424545
5014,M19873,M,303.8,312.9,1594,35.2,69,0,0,0,0,0,0,9.099999999999966,5875.6997960579665
8975,L56154,L,296.8,307.5,1474,42.4,107,0,0,0,0,0,0,10.699999999999989,6544.7333675664495
8408,L55587,L,298.4,309.5,1357,50.1,125,0,0,0,0,0,0,11.100000000000023,7119.4458556386535
6086,L53265,L,300.9,310.6,1538,36.7,3,0,0,0,0,0,0,9.700000000000045,5910.864689827148
5350,M20209,M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,9.399999999999977,5777.514553657773
1072,L48251,L,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,10.900000000000034,7326.979466334794
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,11.099999999999966,6811.266088297007
7393,M22252,M,299.7,310.5,1492,39.3,131,0,0,0,0,0,0,10.800000000000011,6140.305673294322
6874,L54053,L,301.0,311.4,1478,39.5,75,0,0,0,0,0,0,10.399999999999977,6113.644023640857
5623,L52802,L,302.9,312.2,1571,40.6,139,0,0,0,0,0,0,9.300000000000011,6679.298252895211
6962,M21821,M,300.7,311.0,1378,41.2,93,0,0,0,0,0,0,10.300000000000011,5945.317489261516
2496,M17355,M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,9.699999999999989,6401.623350219921
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,8.099999999999966,6198.110978120375
1355,L48534,L,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,11.399999999999977,6705.415359822055
3551,M18410,M,301.9,311.0,1432,41.5,51,0,0,0,0,0,0,9.100000000000023,6223.28560725114
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0,11.100000000000023,6628.006516837602
5277,L52456,L,303.5,313.0,1606,34.0,126,0,0,0,0,0,0,9.5,5718.117508553903
1080,L48259,L,297.0,307.7,1731,28.5,186,0,0,0,0,0,0,10.699999999999989,5166.192039195735
6258,L53437,L,301.1,310.7,1376,49.1,0,0,0,0,0,0,0,9.599999999999966,7075.034207492406
7900,L55079,L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0,11.5,7498.981664118835
536,H29949,H,297.4,309.3,1365,52.4,76,0,0,0,0,0,0,11.900000000000034,7490.185204688784
8418,H37831,H,298.8,310.1,1704,30.7,150,0,0,0,0,0,0,11.300000000000011,5478.183605623738
2497,M17356,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,9.699999999999989,6160.684137640608
8261,H37674,H,299.1,310.6,1332,48.0,148,0,0,0,0,0,0,11.5,6695.362263330567
7693,H37106,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0,11.100000000000023,5709.027833809517
9121,L56300,L,297.4,308.4,1525,38.7,62,0,0,0,0,0,0,11.0,6180.298147774522
6858,L54037,L,301.1,311.3,1622,35.6,34,0,0,0,0,0,0,10.199999999999989,6046.853763825538
6710,L53889,L,301.4,310.6,1481,37.6,77,0,0,0,0,0,0,9.200000000000045,5831.382395691327
8687,M23546,M,297.2,308.5,1611,31.6,197,0,0,0,0,0,0,11.300000000000011,5331.031405729592
2572,M17431,M,299.5,309.2,1497,40.9,169,0,0,0,0,0,0,9.699999999999989,6411.707862637944
3607,L50786,L,301.7,310.7,1318,55.0,194,0,0,0,0,0,0,9.0,7591.135048624136
1666,H31079,H,298.2,307.9,1491,39.7,181,0,0,0,0,0,0,9.699999999999989,6198.6450488714845
1511,M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,10.599999999999966,6301.856839517421
8260,L55439,L,299.1,310.5,1471,38.4,146,0,0,0,0,0,0,11.399999999999977,5915.24197559115
2706,L49885,L,299.7,309.2,1326,64.8,71,0,0,0,0,0,0,9.5,8998.024014705741
8119,L55298,L,300.3,311.8,1548,33.0,16,0,0,0,0,0,0,11.5,5349.5039705327
3327,L50506,L,301.5,310.6,1962,20.2,124,0,0,0,0,0,0,9.100000000000023,4150.295222804403
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,9.100000000000023,6767.514174608012
4282,L51461,L,302.0,310.0,1832,22.9,178,0,0,0,0,0,0,8.0,4393.286942584062
1353,M16212,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,11.5,5572.494217084502
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,5652.102174926468
3367,M18226,M,301.4,310.7,1692,32.3,5,0,0,0,0,0,0,9.300000000000011,5723.102168897597
6633,L53812,L,301.4,310.4,1301,51.2,112,0,0,0,0,0,0,9.0,6975.508552226682
702,L47881,L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,11.100000000000023,6361.882203152011
1963,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,9.699999999999989,7079.327717452313
4274,L51453,L,302.6,310.8,1486,36.4,160,0,0,0,0,0,0,8.199999999999989,5664.333442324444
7847,M22706,M,300.2,311.6,1608,35.0,212,0,0,0,0,0,0,11.400000000000034,5893.627818134452
2795,L49974,L,300.4,309.6,1553,43.9,75,0,0,0,0,0,0,9.200000000000045,7139.447328866508
2620,L49799,L,299.4,309.2,1569,40.8,73,0,0,0,0,0,0,9.800000000000011,6703.656067936044
3890,L51069,L,302.4,311.2,1404,52.0,57,0,0,0,0,0,0,8.800000000000011,7645.379881776121
1926,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,9.800000000000011,6067.975738433174
6654,M21513,M,301.4,310.3,1610,29.1,166,0,0,0,0,0,0,8.900000000000034,4906.22524711118
6075,M20934,M,301.0,310.8,1533,39.3,194,0,0,0,0,0,0,9.800000000000011,6309.0406147186295
8357,M23216,M,298.6,309.6,1344,59.4,200,0,0,0,0,0,0,11.0,8360.15504232087
6227,H35640,H,301.3,311.0,1341,59.3,134,0,0,0,0,0,0,9.699999999999989,8327.451062797001
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,11.100000000000023,5471.188325981744
8457,L55636,L,298.6,309.9,1556,38.6,36,0,0,0,0,0,0,11.299999999999955,6289.636044094958
4322,L51501,L,301.7,310.2,1686,28.9,59,0,0,0,0,0,0,8.5,5102.51195610747
3484,H32897,H,301.9,310.8,1455,42.7,85,0,0,0,0,0,0,8.900000000000034,6506.081305951782
6125,M20984,M,300.9,310.9,1727,30.1,102,0,0,0,0,0,0,10.0,5443.6156144587385
8142,L55321,L,299.6,310.8,1393,49.9,78,0,0,0,0,0,0,11.199999999999989,7279.143482196135
8313,M23172,M,298.8,310.0,1529,38.5,77,0,0,0,0,0,0,11.199999999999989,6164.485464751452
3872,M18731,M,302.7,311.8,1728,30.0,12,0,0,0,0,0,0,9.100000000000023,5428.672105403162
3894,L51073,L,302.3,311.2,1549,40.6,66,0,0,0,0,0,0,8.899999999999977,6585.7625676223315
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0,10.300000000000011,7656.050824822813
1621,L48800,L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0,9.800000000000011,6827.769921703865
3287,L50466,L,301.2,310.0,1618,37.6,32,0,0,0,0,0,0,8.800000000000011,6370.814798263717
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,11.199999999999989,6098.794762364889
2216,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,9.5,7624.938585576764
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,5999.468074633892
9352,L56531,L,298.3,308.8,1645,30.4,33,0,0,0,0,0,0,10.5,5236.825514023945
8808,M23667,M,297.4,308.6,1604,32.8,85,0,0,0,0,0,0,11.200000000000045,5509.431980551443
7851,M22710,M,300.3,311.7,1447,36.8,0,0,0,0,0,0,0,11.399999999999977,5576.285072219835
696,L47875,L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,11.399999999999977,7069.609724177208
4465,L51644,L,302.8,310.6,1671,30.5,201,0,0,0,0,0,0,7.800000000000011,5337.09467955102
2284,L49463,L,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,9.300000000000011,7422.085947934469
1622,L48801,L,297.7,307.6,1844,21.9,61,0,0,0,0,0,0,9.900000000000034,4228.960702850291
2834,L50013,L,300.3,309.2,1807,26.4,169,0,0,0,0,0,0,8.899999999999977,4995.634974032345
6977,L54156,L,300.6,310.9,1344,46.7,133,0,0,0,0,0,0,10.299999999999955,6572.714486134422
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0,8.100000000000023,6136.190186918119
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,10.799999999999955,7007.489965440226
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,5053.084231690991
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0,7.7000000000000455,5825.769416816914
4402,H33815,H,302.2,310.0,1468,43.6,38,0,0,0,0,0,0,7.800000000000011,6702.566982482801
1028,M15887,M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,11.099999999999966,7059.944090779663
3169,M18028,M,300.4,309.6,1614,30.3,161,0,0,0,0,0,0,9.200000000000045,5121.235848322866
1841,M16700,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,9.5,6429.635884714432
6942,L54121,L,300.8,311.4,1316,57.6,43,0,0,0,0,0,0,10.599999999999966,7937.924989678403
4486,L51665,L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0,7.699999999999989,5764.759687484199
1987,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0,9.5,6729.7312869608395
7938,L55117,L,300.8,311.7,1578,31.4,219,0,0,0,0,0,0,10.899999999999977,5188.780090375046
3032,M17891,M,300.5,309.7,1389,43.3,9,0,0,0,0,0,0,9.199999999999989,6298.23353599028
8757,L55936,L,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,11.199999999999989,4831.581005661887
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,10.899999999999977,9378.031062083963
7792,L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,11.299999999999955,7083.09762863662
3266,L50445,L,301.3,310.1,1355,53.6,193,0,0,0,0,0,0,8.800000000000011,7605.586374830651
7380,M22239,M,299.6,310.1,1357,48.7,96,0,0,0,0,0,0,10.5,6920.499264862324
4623,M19482,M,303.0,311.1,1526,37.3,176,0,0,0,0,0,0,8.100000000000023,5960.6275174600105
2591,L49770,L,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,9.699999999999989,7104.774617946389
5626,L52805,L,302.7,312.1,1728,24.4,146,0,0,0,0,0,0,9.400000000000034,4415.319979061239
5848,L53027,L,301.4,311.3,1397,42.3,48,0,0,0,0,0,0,9.900000000000034,6188.214961261566
2328,M17187,M,299.3,308.7,1420,50.3,208,0,0,0,0,0,0,9.399999999999977,7479.713229176818
6222,M21081,M,301.2,310.9,1359,50.8,118,0,0,0,0,0,0,9.699999999999989,7229.558678146975
9601,M24460,M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0,11.100000000000023,7405.079459703037
1775,M16634,M,298.5,308.0,1519,37.3,29,0,0,0,0,0,0,9.5,5933.285189398267
7076,L54255,L,300.7,310.5,1536,47.4,192,0,0,0,0,0,0,9.800000000000011,7624.268379143997
6548,L53727,L,301.4,310.8,1740,29.2,110,0,0,0,0,0,0,9.400000000000034,5320.601318119674
8490,L55669,L,298.4,309.4,1461,46.3,121,0,0,0,0,0,0,11.0,7083.694531240801
5352,M20211,M,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,9.399999999999977,5527.632273991241
7110,L54289,L,300.9,310.5,1599,40.5,57,0,0,0,0,0,0,9.600000000000023,6781.598981671606
1661,L48840,L,298.2,308.0,1499,44.1,166,0,0,0,0,0,0,9.800000000000011,6922.593659964717
7931,L55110,L,300.6,311.6,1455,48.0,203,0,0,0,0,0,0,11.0,7313.627697557038
7707,L54886,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0,11.0,5580.473862424622
5365,L52544,L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,9.400000000000034,5918.268376514107
7186,L54365,L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0,10.099999999999966,5112.669772354077
2759,M17618,M,299.7,309.2,1412,45.3,205,0,0,0,0,0,0,9.5,6698.25252857187
7509,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0,11.399999999999977,4982.042349817813
9977,L57156,L,298.6,308.2,1705,26.3,177,0,0,0,0,0,0,9.599999999999966,4695.790899198224
548,M15407,M,297.5,309.4,1482,39.3,112,0,0,0,0,0,0,11.899999999999977,6099.150809532297
6775,H36188,H,301.2,310.7,1747,27.3,35,0,0,0,0,0,0,9.5,4994.409752897445
3463,H32876,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0,8.899999999999977,5068.498979644605
8182,L55361,L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,11.5,4554.2097902764435
8970,L56149,L,297.0,307.8,1396,50.0,96,0,0,0,0,0,0,10.800000000000011,7309.4389073522525
7245,L54424,L,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,10.199999999999989,4957.852086385173
7946,L55125,L,300.8,311.7,1655,32.2,12,0,0,0,0,0,0,10.899999999999977,5580.620470081789
4158,L51337,L,302.0,310.5,1263,60.6,90,1,0,1,0,0,0,8.5,8015.019673397495
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,11.100000000000023,6576.798556584088
2362,M17221,M,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,9.400000000000034,6046.246389245844
4139,L51318,L,301.7,310.2,1311,57.4,40,1,0,1,0,0,0,8.5,7880.3081804115645
2039,L49218,L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,9.800000000000011,8121.645328060335
6152,L53331,L,301.1,311.2,1555,35.3,172,0,0,0,0,0,0,10.099999999999966,5748.2244381508035
6597,M21456,M,301.5,310.7,1454,39.4,17,0,0,0,0,0,0,9.199999999999989,5999.143443393021
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0,8.5,5045.869040563247
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0,11.199999999999989,4884.967136821889
1881,L49060,L,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,9.599999999999966,5195.72301013948
6271,L53450,L,300.9,310.4,2021,18.8,30,0,0,0,0,0,0,9.5,3978.8061518204495
4574,H33987,H,302.8,311.0,1436,43.5,47,0,0,0,0,0,0,8.199999999999989,6541.424223304667
9408,L56587,L,297.8,308.3,1435,50.1,189,0,0,0,0,0,0,10.5,7528.66971469526
6245,M21104,M,301.0,310.4,1665,30.9,177,0,0,0,0,0,0,9.399999999999977,5387.674321273816
8243,M23102,M,299.0,310.3,1689,29.7,101,0,0,0,0,0,0,11.300000000000011,5253.088491994029
6076,L53255,L,301.0,310.9,1813,28.5,197,0,0,0,0,0,0,9.899999999999977,5410.92210691038
3239,M18098,M,300.9,309.4,1724,25.6,119,0,0,0,0,0,0,8.5,4621.743560353112
4575,M19434,M,302.9,311.0,1402,40.7,52,0,0,0,0,0,0,8.100000000000023,5975.455834784954
7803,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0,11.400000000000034,8709.31164984084
1633,L48812,L,297.9,307.9,1426,43.6,89,0,0,0,0,0,0,10.0,6510.804166907678
2063,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0,9.900000000000034,6604.45504391119
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,6081.662610427314
5798,L52977,L,301.6,311.0,1431,42.6,158,0,0,0,0,0,0,9.399999999999977,6383.779103947532
7388,H36801,H,299.8,310.6,1423,44.6,116,0,0,0,0,0,0,10.800000000000011,6646.123034473303
4939,M19798,M,303.5,312.4,1606,30.1,98,0,0,0,0,0,0,8.899999999999977,5062.215794337426
643,M15502,M,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,11.599999999999966,7536.282840892459
4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0,7.899999999999977,6559.6454606954885
4420,M19279,M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,7.599999999999966,3026.484698762263
5861,L53040,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0,9.599999999999966,5428.1066187255165
5660,M20519,M,302.3,311.5,1674,30.0,12,0,0,0,0,0,0,9.199999999999989,5259.026102109314
5355,L52534,L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,9.200000000000045,5741.260574435348
8295,M23154,M,298.9,310.5,1525,38.5,27,0,0,0,0,0,0,11.600000000000023,6148.358622463024
7171,M22030,M,300.3,310.2,1442,39.5,4,0,0,0,0,0,0,9.899999999999977,5964.732531860701
8452,L55631,L,298.5,310.0,1435,42.5,25,0,0,0,0,0,0,11.5,6386.596065360251
4988,M19847,M,303.7,313.0,1303,54.4,2,0,0,0,0,0,0,9.300000000000011,7422.871346097867
4078,L51257,L,302.0,310.5,1635,39.8,99,0,0,0,0,0,0,8.5,6814.4286249016195
